71592,kuca,izdavanje,Beograd,Savski Venac,1200,NULL,NULL,NULL,NULL,centralno,NULL,NULL,1,NULL,NULL,NULL,NULL,15000,"Izdaje se poslovni prostor u blizini RTV Pinka u najlepšem delu Beograda. Dvospratna kuća smeštena u elitni, rezidencionalni deo grada i zona diplomatskih predstavništava. Udaljena svega nekoliko minuta od autoputa. Vila obuhvata 4 nivoa koji čini suteren, u kome se nalazi 3 garažna mesta, kotlarnica, i 3 odvojene prostorije. U nrizemlju se nalazi prijemnica i 3 odvojene kancelarije od kojih je jedna 60m2. Na prvom i drugom spratu nalaze se 12 odvojenih kancelarija. Cela kuća je opremljena centralnom klimom, kompjuterskom mrežom i optikom.
Naše usluge iznose 50% od prve dogovorene mesečne zakupnine.
www.jevticnekretnine.rs

"
72032,kuca,izdavanje,Beograd,Savski Venac,1154,NULL,uobičajeno,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,18,11,15000,"Vrhunski višenamenski objekat na Dedinju u blizini Diplomatske kolonije. Duži niz gfdina u objektu je bila internacionalna škola. U prizemlju se nalazi veliki prostran, otvoren prostor ka lepo uređenom dvorištu, sa kojim ima povezanost i preko velike terase. Na spratove pored mermernog stepeništa objekat poseduje lift. Sve prostorije su pokrivene protivpožarnim sistemom, centralnom klimom, video nadzorom. Velika podzemna garaža, ali mogućnost nalaženja parking mesta i van dvorišta. "
107889,kuca,izdavanje,Beograd,Savski Venac,1154,NULL,NULL,NULL,NULL,centralno,prazno,NULL,NULL,NULL,NULL,NULL,NULL,15000,"Poslovni objekat  povrsine 1154m2 na IV etaze sa liftom u okviru objekta, opremljen sa enterijerom  vrhunskog kvaliteta.
Izuzetna funkcionalnost osim visokog kvaliteta opremljenosti poslovnog prostora, dozvoljava zakupcu da mu prizemlje moze funkcionisati kao dve zasebne celine.
Objekat je po svojim ekskluzinim i visokim standardima i karakteristikama  visenamenski prostor ,pa  je samim tim i tehnicka opremljenost  podrazumevana u skladu sa tim
Raposred prostorija prizemlje:
-Ulazni hol, salon, dnevni boravak, trpezarija, kuhinja, 2 sobe, kupatilo, 2 teresa, ostava i hodnik
Raspored prostorija I sprat:
- tri dnevna boravka, tri cajne kuhinje, 4 sobe, 4 kupatila, 2 toaleta, dve teresa
Raspored prostorija II sprat:
- hodnik, 5 soba i 5 kupatila
U suterenu garaza za 5 vozila dok je druga garaza za jedno vozilo ali poseduje 3 ostave i 2 toaleta, kotlarnica
Agetcijska provizja 50% Reg .br. 070
 prostorije dokumentacija ST/0 SMETANINA"
71967,kuca,izdavanje,Beograd,Voždovac opština,749,NULL,renovirano,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,15,1,11235,NULL
108056,kuca,izdavanje,Beograd,Palilula opština,1000,NULL,uobičajeno,NULL,NULL,centralno,prazno,NULL,NULL,NULL,NULL,10,12,10000,"***
Izdaje se kuća la IV sprata, idealna za mnoge delatnosti, domove, bolnice i sl.

Agencijska provizija 50% od prve zakupnine."
109307,kuca,izdavanje,Beograd,Savski Venac,600,NULL,renovirano,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,5,5,10000,"LUKSUZNA VILA na tri nivoa + podrum
 
I nivo: Dnevna soba, ogromna terasa, velika kuhinja, kupatilo, trpezarija i jošg jedna soba.
II nivo: Tri spavaće sobe, kupatilo, kuhinja i tri  terase.
III nivo: Dve spavaće sobe, kupatilo, kuhinja i terasa.
Vila ima dva  ulaza i dve garaže. Pored garaža, ima mesta za parkiranje (4 automobila) .
Podrum ima veliki  dnevni  boravak sa kuhinjom, kotlarnicu, dva kupatila, vešernicu i ulaz  u garažu.
 
 
 
 
AGENCIJSKA PROVIZIJA 50% od I  zakupnine. 
KONTAKT: Jovana Milovanović (br. licence 2455) 063/77 05 713"
72466,kuca,izdavanje,Beograd,Savski Venac,1200,NULL,NULL,NULL,NULL,na struju,namešteno,NULL,NULL,NULL,NULL,6,NULL,10000,"Agencijski ID: 32941, spratna. objekat je za kompletno renoviranje. novac ulozen u renoviranje bi bio uracunat u kiriju.objekat je moguce dovesti u razlicite funkcije kao sto su , hotel, skole, stambene jedinice i mnoge druge ili vise njih odjedanput. lokacijski odlicno pozicioniran. duzina zakupa i nacin placanja je stvar dogovora. Ranka. Više informacija na: www.beocitynekretnine.rs Telefoni: 060/328-3901 • 060/555-9720 • 011/3y8-3901. Kontakt van radnog vremena: info@beocitynekretnine.rs"
108015,kuca,izdavanje,Beograd,Stari Grad opština,800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9600,"Stari grad, Kalemegdan

kuća, 800m2, VPR+1+PTK, parking

Zaseban objekat salonskog tipa na tri etaže, u strogom centru grada. Pogodan za ambasade, holtel i slično...

Agencijska provizija 50%"
71837,kuca,izdavanje,Beograd,Savski Venac,596,NULL,NULL,NULL,NULL,NULL,namešteno,NULL,1,NULL,NULL,5,5,9000,"Moderna, prostrana vila na placu koji pruža potpunu privatnost. Kuća od 465 m2 se sastoji od tri novoa.
 U donjem nivou je veliki dnevni boravak sa kaminom, koji izlazi na bazen i vrt. U drugom delu se nalazi veliki salon, kuhinja sa trpezarijom kija ima izlaz na vrtnu terasu. Gostinski toalet.
Na spratu su tri spavaće sobe i svaka poseduje svoje  kupatilo.
Podzemni  kuće ima teretanu, saunu, kupatilo, vinski podrum, tehničke prostorije , garažu.
U dvorištu se nalazi još jedna kuća, 135 m2, iz dva nivoa, koja je koncipirana pre svega za druženje i uživanje. Stakleni zidovi daju još veći osećaj uživanja sa pogledom na bazen i lepo uređen vrt.
 
A modern, spacious villa on a land that provides complete privacy. The house, 465 m2 consists of three levels. In the lower level there is a large living room with fireplace, directly coming out to  the pool and garden. In the second part there is a large lounge, a kitchen with a dining room that has access to the garden terrace.  Toilet.
On the first floor there are three bedrooms and each has its own bathroom.
The lower level of the house has a gym, a sauna, a bathroom, a wine cellar, technical rooms, a garage.
In the courtyard there is another house, 135 m2, from two levels, which is designed primarily for socializing and enjoying. Glass walls give an even greater sense of enjoyment overlooking to the pool and a beautifully landscaped garden. "
108531,kuca,izdavanje,Beograd,Savski Venac,720,NULL,NULL,NULL,NULL,etažno,prazno,NULL,1,NULL,NULL,8,4,8000,"Luksuzno uredjena porodična vila. Internet, kablovska, telefon. Nov alarmni sistem. Klimatizovana.
Dve kapije za pešake sa interfonom i kamerom, dve kapije za automobile. Parking za 2 automobila + garaža za 1 auto sa automatizovanim vratima.
Tri ulaza u kuću, u prizemlju apartman sa pristupom vešernici, garaži i kancelariji/teretani/prostoriji za zabavu.
Ukupno 4 spavaće sobe sa zasebnim kupatilima, 3 toaleta. Kuhinja potpuno opremljena. Visoki plafoni.
Prizemlje: apartman sa prostorom za mini-kuhinju i kupatilom (foto 16); garaža sa ostavom, toalet, vešernica, skladište i kotlarnica; dnevni boravak i kancelarija uz zastakljenu terasu u nivou travnjaka koja se potpuno otvara ka dvorištu (foto 15).
Visoko prizemlje: dva ulaza; dnevni boravak sa prostranom terasom, salon za prijeme sa kaminom, trpezarija (foto 5-9), kuhinja (foto 10) i dva toaleta.
1. sprat: 3 spavaće sobe sa zasebnim kopatilima (prostrana kada, bide; foto 11-14)), dve sobe imaju ugradne plakare, a treća ima dodatnu prostoriju za garderober ili radni prostor. Dve spavaće sobe imaju terase sa pogledom na reku, pristanište i Beograd na vodi.
Hrastov parket I klase na gornja dva nivoa. Vila je sveže renovirana, čeka prve stanare. Grejanje na struju ili mazut.
Vila je pogodna kako za porodice sa decom, tako i za poslovni prostor. Prekoputa ulice je obdanište, a na samo 5 minuta nalaze se privatna internacionalna škola, pregršt restorana i kafea (Rustique, Sheher, Bizu, Grafičar, W), supermarketi (Maxi, Aroma), zelena pijaca, pošta, Hajd park, i td.
"
