104526,kuca,izdavanje,Beograd,Surčin opština,650,NULL,NULL,NULL,NULL,centralno,namešteno,NULL,NULL,NULL,NULL,20,5,50,"- 20 soba
- Kablovska TV
- Besplatan Wireless
- Besplatan Parking
- Centralno grejanje
- Topla Voda
- Dnevni Boravak & Sala za rucavanje 300m2
- Ketering & Dostava HRANE !
- Hrana kod nas u objektu,obroci restoranskog tipa - 350 din
- Samousluzna mini kuhinja za   gradjevinske radnike
- Prijatno osoblje (Uvek na raspolaganju)
- Market 150 m
- Autobuska stanica (linija 604) 150 m
- Novi Beograd k5 min,Beograd na Vodi 35 min
- Autoput 5 min

   Kontakt TEL: 0607127776 VLADA  "
109001,kuca,prodaja,Beograd,Savski Venac,1338,NULL,novo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uknjiženo,20,NULL,400000,"Luksuzna vila, spolja kompletno završena. Enterijer u fazi građevinskih radova bez pregradnih zidova kako bi budući vlasnik mogao da ga kreira po sopstvenim željama i viziji. Objekat je izgrađen po najvišim tehničkim standardima sa materijalima vrhunskog kvaliteta i visokim stepenom energetske efikasnosti. Vila se sastoji iz pet etaža: suteren, prizemlje, prvi i drugihsprat, potkrovlje. Površina placa je 1.019 m2. Nepokretnost se prodaje uknjižena i bez tereta. Cena objekta iznosi 3.500.000 eur. u ovoj fazi. Cena vile po završetku iznosi 4.000.000 eur. što znači da budući kupac na raspolaganju ima 500.000e opredeljenih sredstava za sređivanje vile.
"
72032,kuca,izdavanje,Beograd,Savski Venac,1154,NULL,uobičajeno,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,18,11,15000,"Vrhunski višenamenski objekat na Dedinju u blizini Diplomatske kolonije. Duži niz gfdina u objektu je bila internacionalna škola. U prizemlju se nalazi veliki prostran, otvoren prostor ka lepo uređenom dvorištu, sa kojim ima povezanost i preko velike terase. Na spratove pored mermernog stepeništa objekat poseduje lift. Sve prostorije su pokrivene protivpožarnim sistemom, centralnom klimom, video nadzorom. Velika podzemna garaža, ali mogućnost nalaženja parking mesta i van dvorišta. "
94312,kuca,prodaja,Beograd,Voždovac opština,890,2020,novo,NULL,NULL,centralno,NULL,NULL,1,NULL,uknjiženo,16,5,2295056,"Prodaje se objekat u Bulevaru Oslobođenja, ukupne površine 890 kvm, sa ukupno 6 etaža. Objekat je izgrađen po najvišim standardima graduje, sa visokim stepenom energetske efikasnosti. Nalazi u neposrednoj blizini Banjicke šume, Autokomande i autoputa što omogućava odličnu povezanost sa svim delovima grada. Na poslednjoj etaži se nalazi velika terasa od 160 kvm, sa pogledom ka Vračaru, Senjaku i Autokomandi, a sa druge strane prema šumi. Velike staklene površine u svakoj jedinici omogućavaju dosta dnevnog svetla i optimalne uslove za život i rad. Svaka etaža je zamišljena kao odvojena jedinica, sa sledećim površinama: 1. sprat / Stan broj 2 - 171.29 2. sprat / Stan broj 3 - 171.29 3. sprat / Stan broj 4 - 171.29 4. sprat / Stan broj 5 - 169.39 5. sprat / Terasa 160 6. Lokal u suterenu 35.84 7. Garaža Svaka jedinica ima dva ulaza, jedan iz lifta koji je obezbeđen dodatnim sigurnosnim vratima, i drugi sa stepeništa. Opcije stambenog prostora: Iz pretsoblja se ulazi u prostran dnevni boravak sa trpezarijom i kuhinjom, odakle se dalje izlazi na terasu. U drugom delu stana nalaze se tri spavaće sobe, dva kupatila, jedan toalet i vešernica. Izgled poslovnog prostora: Svaka jedinica je zamišljena po principu ""open-space"" koncepta sa mogućnošću odvojenih prostorija u jednom delu za sale za sastanke, menadžment itd. Agencijska provizija je u skladu sa Opštim uslovima poslovanja.
"
94317,kuca,prodaja,Beograd,Savski Venac,1220,2021,u izgradnji,12,NULL,NULL,NULL,NULL,NULL,NULL,u procesu uknjižavanja,15,NULL,1500000,"LUX rezidencijalni objekat na Dedinju. Sastoji se iz tri objekta- vile u nizu, ukupne površine 1220 kvm. Od toga je 943 kvm iznad zemlje, Podzemni nivo je površine 280 m2, poseduje garaže za četiri vozila, kotlarnice, ostave i tehničke prostorije za namenu po potrebi. Objekat se nalazi na placu od 12 ari. U okruženju se nalaze rezidencije, sportski tereni, parkovi i klinike. Objekat je na obodu šume, sa panoramskim pogledom na Beli Dvor, Košutnjak i pruža potpunu privatnost. Dve stambene celine su skoro identične, a svaka ima zaseban ulaz i svoje dvorište. Prizemlje, prvi i drugi sprat. Treća celina je veličanstvena rotonda. Pokrivena je kružnim bakarnim krokom. Rotondu okružuje dvorište koje poseduje mogućnost izgradnje bazena. Objekat je u sivoj fazi i prodaje se po ceni od 1.500.000 eura. Uknjižen je i papirološki ispravan. Pozovite nas za dodatne informacije i zakazivanje razgledanja nepokretnosti. Agencijska provizija u skladu sa Opštim Uslovima Poslovanja.
"
71967,kuca,izdavanje,Beograd,Voždovac opština,749,NULL,renovirano,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,15,1,11235,NULL
72396,kuca,izdavanje,Kragujevac,Gradske lokacije,350,NULL,uobičajeno,NULL,NULL,na gas,NULL,NULL,NULL,NULL,NULL,15,NULL,1000,Izdaje se kuća u Kragujevcu - naselje Bresvica
93970,kuca,prodaja,Beograd,Savski Venac,510,NULL,uobičajeno,5,NULL,centralno,NULL,NULL,1,NULL,uknjiženo,15,5,890000,"Kuća se nalazi na placu površine 5 ari, a sastoji se iz dva povezana objekta.

Objekat ""A"" je uknjižen kao troetažni stan, a objekat ""B"" kao tri stana, garaža i pomoćne prostorije.

Ukupna uknjižena površina je 410m2, bez podrumskih ostava i terasa.

Ukoliko postoji interesovanje, prodaje se i susedni objekat, približne kvadratura, na placu 5 ari.

Objekat je pogodan za stanovanje višečlane porodice, a takođe, i kaz poslovni prostor, privatna klinika, škola..

Kontakt: Bane Obradović, 062/1545778

agencijska provizija od kupca 2 % od dogovorene cene"
109386,kuca,prodaja,Beograd,Voždovac opština,483,NULL,NULL,NULL,NULL,na struju,namešteno,NULL,1,NULL,uknjiženo,14,NULL,270000,"Agencijski ID: 41190, 5a, spratna, 3, struja, kanalizacija, klima, telefon, terasa, uknjižen, ulaz dobar, fasada dobra, garaza, parking, dvorište/bašta, podrum, tavan, ostava, cela. porodična kuća na izuzetnom mestu, u mirnom kraju. udaljenost od centra grada iznosi oko 6 km. površina kuće je 483 m2, površina placa 5.41 ar, sa tri etaže i tavanom, prelepim dvorištem i dodatnom terasom u prizemlju koja može imati višestruku namenu (površina 38 m2). suteren i prizemlje su sređeni, a sprat je većim delom urađen – bez podova i kupatila (osim kuhinje), što ostavlja mogućnost uređenja prema afinitetiba potencijalnog kupca. ima oko 14 prostorija. topla preporuka.  cena nije fiksna. aktuelna prodaja. Više informacija na: www.beocitynekretnine.rs Agencijska provizija 2%. Telefoni: 060/328-3901 • 060/555-9720 • 011/328-3901. Kontakt van radnog vremena: info@beocitynekretnine.rs"
108776,kuca,izdavanje,Beograd,Palilula opština,344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,14,3,1000,"U ponudi je ova zanimljiva nepokretnost. Izgrađena i funkcioniše, kao veliko domaćinstvo, 344 m2, kuća je locirana u centru Ovče, pruža savršenu udobnost, kako za porodični život, tako i za poslovni prostor. Sastoji se iz tri spojene kuće, sa ulice je kuća sa visinom soba 4,2 m, četiri sobe i kuhinjom. U sredini je prolaz sa ulice, kroz ajnfor visine 5 m i kapijom širine 6m. Sa obe strane se nastavlja stambeni prostor po cca 120 m2, gde su u suterenu dva podruma. U ekonomskom dvorištu, u koje se ulazi kroz kapiju, nalazi se garaža, te prostor za smeštaj indugtrijskih mašina i slično. Iznad poslovnog prostora je ambar, sa izlazom u .Kuća se izdaje nenameštena."
