105519,kuca,prodaja,Beograd,Savski Venac,600,1995,uobičajeno,56,NULL,etažno,prazno,NULL,1,NULL,uknjiženo,1,1,4500000,"Kada se otvore vrata ovog doma pred vama će se ukazati dvorište malo veće od fudbalskog igrališta, sa fascinantnim zelenilom koje će vas ostaviti bez daha. Više od 120 stabala različitog bilja, stopljeno u savršenu harmoniju, privatna šuma budućeg vlasnika. Između stabala, kamenim kockama su uređene staze za šetnju i postavljene klupe za odmor i uživanje. 

Na sredini dvorišta se nalazi izvanredna kuća, koju pored luksuza karakteriše i odličan rapored. U suterenu (nivo dvorišta) nalaze se: tehnička prostorija za grejanje i centralni bojler, vešernica, vinski podrum sa priručnom kuhinjom, fitnes soba i izlaz u dvorište. U prizemlju se nalaze: ulazni hodnik, ogroman dnevni boravak koji je povezan sa zastakljenom zimskom terasom sa kaminom, kuhinja sa priručnom trpezarijom, velika trpezarija, radna soba/spavaća soba, gostinski toalet i terasa. Na spratu se nalaze dve velike spavaće sobe sa zasebnim kupatilima i garderoberimv, dve spavaće sobe veličine 16-tak m2, sa upotrebom jednog kupatila i tri terase. U potkrovlju se nalazi jedinstven prostor koji funkcioniše kao  dnevni boravak za decu ili igraonica. U dvorištu kuće nalazi se bazen. 

Prilikom izgradnje korišćeni su najkvalitetniji marterijali dostupni u trenutku izgradnje. Kuća je tako orijentisana da sa svih strana pruža pogled ka dvorištu i zelenilu. U delu dvorišta nalazi se pomoćna kuća za obezbeđenje ili za domara, garaža za tri automobila i prostor za parkiranje za 4-5 automobila. Izvršena je konverzija zemljišta u privatnu svojinu.

Retka prilika i ""best buy"" kupovina na tržištu u ovom trenutku. Agencijska Provizija 2%"
93227,kuca,prodaja,Beograd,Savski Venac,875,2010,novo,18,NULL,etažno,NULL,NULL,NULL,NULL,uknjiženo,5,NULL,4500000,"U prilici smo da vam ponudimo, na izuzetnoj lokaciji Dedinja, dve kuce sa bazenom, dve garaze i veliki parking, na placu od 18 ari, sa uradjenom konverzijom zemljista.
Kuce se nalaze na ekskluzivnoj lokaciji Dedinja, na placu koji je izdvojen od saobracaja, tako da pruza ugodjaj intime u lepom zelenom okruzenju.
Prva kuca se sastoji iz tri nivoa:
- podrum 100m2
- prizemlje 122m2
- prvi sprat 113m2
- potkrovlje sa dozvolom za gradnju 100m2
Oba stana u okviru kuce, na prizemlju i prvom spratu, se mogu zasebno koristiti, kao posebne celine.
Druga kuca, gradjena 2010., poseduje dve vertikale, svaka po 220m2 (prizemlje i sprat) i takodje su dve zasebne stambene celine.
Enterijeri obeju kuca su izuzetno lepo i kvalitetno uredjeni, sa puno stila. 
Na placu sa bogatim zelenim rastinjem se nalazi i bazen, okruzen zelgnilom.
Kuce poseduju dve garaze i veliki parking.
Kupac placa proviziju 2% na dogovorenu cenu."
105186,kuca,prodaja,Beograd,Beograd,900,NULL,NULL,NULL,NULL,centralno,prazno,NULL,1,NULL,uknjiženo,NULL,NULL,3500000,"IZVANREDAN OBJEKAT,JEDINSTVEN NA TRZISTU.KUCU JE PROJEKTOVALA JELISAVETA NACIC,A USPESNO JE RENOVIRANA 2005.GOD.,OSAVREMLJENA I PRILAGODJENA MODERNOM VREMENU.NALAZI SE NA IZUZETNOJ LOKACIJI,U BLIZINI KRUNSKE ULICE.UKNJIZENA NA 829M2 A STVARNA,KORISNA KVADRATURA JE PREKO 900M2.POSEDUJE PRELEPO UREDJENO DVORISTE,JEDNU CVETNU,POTPUNO HEDONISTICKU OAZU,MIRNU I ZAKLONJENU OD BUKE.U OKVIRU 4.NIVOA,PRIZEMLJA,SPRATA,POTKROVLJA I SUTERENA,UGRADJENA JE OPREMA VRHUNSKOG KVALITETA.KUCA POSEDUJE CAK 16 SOBA I 5 KUPATILA,KAO I HIDRAULICNI LIFT.GREJANJE JE DVOSTRUKO,CENTRALNO I ETAZNO.POSEDUJE SOPSTVENU GARAZU SA 6 PARKING MESTA.KUCA IMA I ALARMNI SISTEM,VIDEO NADZOR,CENTRALNI BOJLER,SAUNU,DJAKUZI,PODNO GREJANJE U KUPATILIMA I JOS PUNO DETALJA KOJE JE TESKO NABROJATI.UNIKAcNA NEKRETNINA U SVAKOM POGLEDU. uknjizen ST/0 KNEGINJE ZORKE"
93390,kuca,prodaja,Beograd,Savski Venac,800,1998,NULL,15,NULL,etažno,NULL,NULL,1,NULL,uknjiženo,5,NULL,3000000,"6.0, 800m2, kuća,četiri etaže, tri terase, EG, (kotlarnica na naftu), garaža, teretana, bazen, podrum, interfon, video nadzor, telefon, ktv.

Senjak je naselje u Beogradu, u kom su wmeštene ambasade i diplomatske rezidencije, kao i bogatiji živalj Beograda. Kao i Dedinje, Senjak spada u ekskluzivnije delove Beograda. Drinićka ulica se proteže od ulice Milovana Glišića do ulice Sanje Živanovića. U neposrednoj blizini se nalazi Kuća Kralja Petra I, Sportska Akademija Senjak kao i The International School of Belgrade.
U prilici smo da vam ponudimo luksuznu, vanserijsku prostranu kuću iz četri nivoa smeštenu na placu od 15 ari. Sama kuća je opasana velikim i prelepo uređenim dvorištem, gde je smešten  bazen okružen zelenilom. U ovom prelepom objektu akcenat nije bačen na veliki broj soba, već na izuzetno luksuzan stil življenja. Kuća je kompletno renovirana najskupljim materijalima 2013. godine i kao takva opremljena je luksuznim nameštajem. Pored kuće se nalazi objekat sa privatnom teretanom sa najnovijim spravama za vežbanje.
Prilikom ulaska u kuću nailazite na veliki antre koji se se pretapa u prijemni hol. Sa leve strane se nalazi prostran dnevni boravak sa kaminom, a sa desne strane kuhinja i trpezarijski deo. Iz dnevnog boravka se izlazi na zimsku terasu koja je zastakljena. 
Na spratu su četiri spavaće sobe, od kojih je jedna master spavaća soba sa svojim kupatilom, plus dva kupatila, tri terase, radni kabinet i salon.
Retko koja kuća u Beogradu može da se pohvali ovakvim luksuznim sadržajima kao što su spoljašni bazen i privatna teretana, garaža za dva SUV automobila, potpunim luksuzom enterijera i eksterijera.

Kuća je uknjižena na manju kvadraturu.
Kontakt: 065 233 52 60"
105982,kuca,prodaja,Beograd,Savski Venac,600,NULL,novo,NULL,NULL,etažno,polunamešteno,NULL,1,NULL,uknjiženo,NULL,5,2500000,"Porodicna kuca od 600m2 sa bazenom  9x4 I placem od 15 ari. Sagradjena  2002. Poseduje tri vrste  grejanja, gas, struja, nafta, cetiri spavace sobe, pet kupatila, salon, biblioteku, bilijar salu, tri terase, saunu dva gakazna mesta, alarm, kamere..."
107404,kuca,prodaja,Beograd,Savski Venac,600,2004,NULL,14,NULL,etažno,NULL,NULL,1,NULL,uknjiženo,NULL,NULL,2500000,"7.0, 600m2 (tri terase), tri etaže, EG, teretana, sauna, bazen, garaža, podrum, interfon, telefon, ktv.

Dedinje spada u jedan od najlepših i najšumovitijih delova Beograda, vremenom dobivši visoki profil elitnog kraja grada u kome se kultura i karakter individualnog stanovanja u privatnim kućama, među kojima je nekoliko desetina predratnih vila izuzetne arhitektonske vrednosti. 

U prilici smo da vam ponudimo prelepo i visoko kvalitetno zdanje koje svojim izgledom privlači pažnju, nalazi se na 14,4 ari placa sa puno zelenila opasano ogradom. Kuća ima tri etaže koje su povezane komfornim stepeništem. 

Suterenski deo je namenjen za rekreativu, (teretana, sauna, bilijar sala), kao i ekonomski deo (ostave, vešeraj, kotlarnica), toalet i garaža za više vozila sa rolo vratima za ulazu. 
U prizemlje se ulazi kroz trem iz kojeg se ulazi u prijemni salon, radnu sobu i ostale prostorije. Iz prizemlja na spratni deo se dolazi komfornim mermernim stepeništem na galeriju koja se nalazi iznad ulaznog hola. Pored glavne sobe koja ima zasebno kupatilo i garderober su tri sobe, od kojih jedna ima takođe zasebno kupatilo, terase orijentisana ka dvorištu.  
U lepo sređenom dvorištu sa zadnje strane kuće je bazen 9 x 4 metra koji je opremljen u jednom delu hidromasažerima. Etažno grejanje kuće može biti na : struju, gas i naftu. Kompletna kuća je ufađena visoko kvalitetnim materijalima i opremom, celokupno je za svaku preporuku.

Od prostorija: 
Prizemlje – ulazni hol, salon, radna soba, dnevni boravak, biblioteka, trpezarija, kuhinja, soba, terasa, toalet, hodnik, ostava. 
Sprat – četiri spavaće sobe, tri kupatila i terasa. 
Suteren – teretana, bilijar sala, sauna, toalet, dve ostave, vešernica, kotlarnica i garaža.

Uknjiženo, brzo useljivo.
Kontakt: 065/ 233 52 60"
109224,kuca,prodaja,Beograd,Savski Venac,1034,2019,novo,12,NULL,NULL,prazno,NULL,1,NULL,uknjiženo,NULL,NULL,2500000,LUX REZIDENCIJALNA VILA U DIPLOMATSKOJ KOLONIJI SA BAZENOM NA 12ARI U JEDNOJ OD NAJLEPSIHeI NAJZELENIJIH DELOVA GRADA SA VELIKIM BR AMBASADA ag provizija 2% uknjizen BORA 063/690-458 ST/0 SERDAR JOLA LUX uknnizen ID#4312
94792,kuca,prodaja,Beograd,Savski Venac,600,NULL,NULL,15,NULL,etažno,prazno,NULL,NULL,NULL,uknjiženo,NULL,NULL,2500000,"Luxuzna kuća na Dedinju kod Pinka, 600m2 (uknjižena na 465m2) na prelepo uređenom placu punom zalenila-oaza mira od 14.5 ari. Kuća na tri nivoa sa 7 soba i 5 kupatila. Suterenski deo za rekreaciju -teretana, bilijar sala, sauna... Mermer, kovano gvozđe, masivna stolarija, kvalitetna gradnja iz 2002.godine. Bazen 9x4m sa hidromasažerima. Grejanje na gas, struju, naftu. IZUZETNA. uknjizen PR/2 Generala Save Grujića  -imamo slicne NEKRETNINE BEOGRAD http://www.teofilnekretnine.com/stan-beograd/kartica.php?id=2263"
94312,kuca,prodaja,Beograd,Voždovac opština,890,2020,novo,NULL,NULL,centralno,NULL,NULL,1,NULL,uknjiženo,16,5,2295056,"Prodaje se objekat u Bulevaru Oslobođenja, ukupne površine 890 kvm, sa ukupno 6 etaža. Objekat je izgrađen po najvišim standardima graduje, sa visokim stepenom energetske efikasnosti. Nalazi u neposrednoj blizini Banjicke šume, Autokomande i autoputa što omogućava odličnu povezanost sa svim delovima grada. Na poslednjoj etaži se nalazi velika terasa od 160 kvm, sa pogledom ka Vračaru, Senjaku i Autokomandi, a sa druge strane prema šumi. Velike staklene površine u svakoj jedinici omogućavaju dosta dnevnog svetla i optimalne uslove za život i rad. Svaka etaža je zamišljena kao odvojena jedinica, sa sledećim površinama: 1. sprat / Stan broj 2 - 171.29 2. sprat / Stan broj 3 - 171.29 3. sprat / Stan broj 4 - 171.29 4. sprat / Stan broj 5 - 169.39 5. sprat / Terasa 160 6. Lokal u suterenu 35.84 7. Garaža Svaka jedinica ima dva ulaza, jedan iz lifta koji je obezbeđen dodatnim sigurnosnim vratima, i drugi sa stepeništa. Opcije stambenog prostora: Iz pretsoblja se ulazi u prostran dnevni boravak sa trpezarijom i kuhinjom, odakle se dalje izlazi na terasu. U drugom delu stana nalaze se tri spavaće sobe, dva kupatila, jedan toalet i vešernica. Izgled poslovnog prostora: Svaka jedinica je zamišljena po principu ""open-space"" koncepta sa mogućnošću odvojenih prostorija u jednom delu za sale za sastanke, menadžment itd. Agencijska provizija je u skladu sa Opštim uslovima poslovanja.
"
94784,kuca,prodaja,Beograd,Stari Grad opština,880,NULL,uobičajeno,NULL,NULL,na struju,namešteno,NULL,1,NULL,uknjiženo,9,NULL,2200000,"Agencijski ID: 65503, 4a, bazen, klima, telefon, terasa, uknjižen, luks renoviran, stara grainja, fasada nova, garaza, parking, dvorište/bašta, cela. lux vila,pogodna za ambasadu, hotel, kliniku...
sama na placu sa više parking mesta. BEOCITY. Više informacija na: www.beocitynekretnine.rs Agencijska provizija 2%. Telefoni: 060/328-3901 • 060/555-9720 • 011/328-3901. Kontakt van radnog vremena: info@beocitynekretnine.rs"
